id_loja,cod,varejista,tipo,cep,lat_long,nl,uf
16574,5758856145344948845,RETAILER 7,STORE TYPE 20,30033,"33.81,-84.28",Drogaria Brasil,RS
16575,5759250499234763553,RETAILER 1,STORE TYPE 24,96088,"40.51,-121.88",Drogaria Moderna,PR
16576,5759531158912500524,RETAILER 1,STORE TYPE 24,32666,"29.72,-82.00",Drogaria Viva,MG
16577,5760182343468447376,RETAILER 1,STORE TYPE 24,70463,"30.66,-89.90",Drogaria Esperança,DF
16578,5760582097108588863,RETAILER 1,STORE TYPE 18,29307,"34.98,-81.83",Drogaria Popular,PR
16579,5761247908539348378,RETAILER 1,STORE TYPE 24,23234,"37.45,-77.47",Farmácia Bem Estar,BA
16580,5761317699062825415,RETAILER 1,STORE TYPE 24,4444,"44.73,-68.95",Farmácia do Povo,MT
16581,5761715195059939460,RETAILER 1,STORE TYPE 24,46157,"39.55,-86.53",Drogaria Central,AM
16582,5762216705713794755,RETAILER 6,STORE TYPE 23,87401,"36.74,-108.18",Drogaria Viva,MG
16583,5763493979055936855,RETAILER 1,STORE TYPE 24,65557,"37.51,-92.10",Drogaria Moderna,RS
16584,5763925112025649647,RETAILER 6,STORE TYPE 23,1607,"42.23,-71.79",Farmácia do Povo,SP
16585,5764507777485497653,RETAILER 6,STORE TYPE 23,39571,"30.42,-89.28",Farmácia TopSaúde,GO
16586,5764764985826275436,RETAILER 1,STORE TYPE 24,29554,"33.70,-79.38",Drogaria Saúde,AC
16587,5765266547698398367,RETAILER 1,STORE TYPE 18,44906,"40.77,-82.57",Drogaria Saúde,PR
16588,5765473126459579172,RETAILER 1,STORE TYPE 24,69357,"42.08,-103.81",Drogaria Viva,TO
16589,5766045134655936923,RETAILER 1,STORE TYPE 24,32583,"30.59,-86.97",Farmácia São João,AM
16590,5766132249799115776,RETAILER 1,STORE TYPE 24,34224,"26.92,-82.30",Farmácia Vida+,PE
16591,5766482600540864239,RETAILER 1,STORE TYPE 24,48464,"43.22,-83.42",Farmácia do Povo,ES
16592,5766732361677005246,RETAILER 1,STORE TYPE 18,20745,"38.81,-77.00",Farmácia Vida+,CE
16593,5766841275071935392,RETAILER 6,STORE TYPE 23,48183,"42.13,-83.22",Farmácia Econômica,RS
16594,5767170307913879090,RETAILER 1,STORE TYPE 18,19116,"40.12,-75.01",Farmácia Confiança,RS
16595,5767544382235036237,RETAILER 1,STORE TYPE 24,34698,"28.04,-82.79",Farmácia Confiança,TO
16596,5768746211000046483,RETAILER 6,STORE TYPE 23,60510,"41.84,-88.31",Drogaria Viva,TO
16597,5769355915552580300,RETAILER 1,STORE TYPE 24,23350,"37.51,-75.86",Drogaria Viva,PE
16598,5770052473532379466,RETAILER 1,STORE TYPE 24,44046,"41.54,-81.07",Farmácia Boa Saúde,RJ
16599,5771424329988553305,RETAILER 1,STORE TYPE 24,39846,"31.56,-84.75",Drogaria Mais Saúde,PE
16600,5771496818663634205,RETAILER 4,STORE TYPE 14,33189,"25.57,-80.34",Drogaria Mais Saúde,RS
16601,5771765397859718619,RETAILER 6,STORE TYPE 23,92606,"33.70,-117.82",Farmácia TopSaúde,RO
16602,5771919051373742178,RETAILER 1,STORE TYPE 24,45806,"40.67,-84.13",Drogaria Moderna,BA
16603,5772175330697296486,RETAILER 1,STORE TYPE 24,15301,"40.15,-80.25",Farmácia Econômica,ES
16604,5772186174440382672,RETAILER 1,STORE TYPE 24,60556,"41.76,-88.77",Drogaria Mais Saúde,MA
16605,5772643289225125033,RETAILER 1,STORE TYPE 24,35611,"34.77,-87.08",Farmácia Bem Estar,RO
16606,5772653691993909948,RETAILER 1,STORE TYPE 24,16117,"40.87,-80.26",Drogaria Moderna,MT
16607,5772828750105153852,RETAILER 1,STORE TYPE 24,44256,"41.14,-81.86",Drogaria Central,SC
16608,5772861045841611340,RETAILER 1,STORE TYPE 24,38004,"35.41,-89.76",Drogaria Brasil,PR
16609,5773639329015226533,RETAILER 6,STORE TYPE 23,82609,"42.81,-106.18",Farmácia Econômica,MS
16610,5773814233470685338,RETAILER 1,STORE TYPE 24,14075,"42.71,-78.83",Drogaria Central,MT
16611,5774052900786767079,RETAILER 6,STORE TYPE 23,45662,"38.78,-82.92",Farmácia Confiança,PR
16612,5774607193336844531,RETAILER 1,STORE TYPE 24,42232,"36.86,-87.64",Drogaria Viva,AC
16613,5774747952304455748,RETAILER 1,STORE TYPE 24,34420,"29.05,-82.04",Drogaria Central,RR
16614,5774838474577873917,RETAILER 1,STORE TYPE 18,47546,"38.42,-86.93",Drogaria Saúde,RS
16615,5775115217034500871,RETAILER 1,STORE TYPE 18,64836,"37.19,-94.28",Farmácia São João,AC
16616,5775295259589713384,RETAILER 1,STORE TYPE 24,66783,"37.87,-95.74",Drogaria Central,PI
16617,5775572317784289272,RETAILER 1,STORE TYPE 24,30265,"33.42,-84.71",Farmácia Econômica,PI
16618,5775915299376445258,RETAILER 4,STORE TYPE 14,42104,"36.88,-86.45",Drogaria Brasil,SE
16619,5775916048518763568,RETAILER 6,STORE TYPE 03,32837,"28.38,-81.43",Farmácia Econômica,SC
16620,5776237255868915970,RETAILER 1,STORE TYPE 24,1071,"42.16,-72.87",Drogaria Esperança,DF
16621,5776343559777699887,RETAILER 1,STORE TYPE 24,77541,"29.02,-95.28",Farmácia do Povo,ES
16622,5776393569979420084,RETAILER 4,STORE TYPE 14,77377,"30.06,-95.68",Drogaria Viva,TO
16623,5778147192786286476,RETAILER 1,STORE TYPE 24,28138,"35.51,-80.44",Drogaria Esperança,PR
16624,5778400697057183797,RETAILER 6,STORE TYPE 23,47591,"38.63,-87.50",Drogaria Brasil,MA
16625,5778782647022221322,RETAILER 6,STORE TYPE 23,57201,"44.94,-97.09",Farmácia Econômica,MG
16626,5779099707115031636,RETAILER 1,STORE TYPE 24,14469,"42.88,-77.47",Farmácia Vida+,PA
16627,5780030994202081430,RETAILER 1,STORE TYPE 24,32437,"30.44,-85.91",Farmácia Vida+,SP
16628,5780175467127071148,RETAILER 1,STORE TYPE 24,79763,"31.80,-102.47",Farmácia Vida+,GO
16629,5780289590774274007,RETAILER 4,STORE TYPE 14,59602,"46.74,-111.91",Farmácia Econômica,RN
16630,5780966163748238256,RETAILER 1,STORE TYPE 24,70506,"30.20,-92.08",Drogaria Moderna,PE
16631,5781204693591953674,RETAILER 1,STORE TYPE 24,48756,"44.23,-83.97",Drogaria Saúde,BA
16632,5781905376359880351,RETAILER 4,STORE TYPE 14,15642,"40.32,-79.72",Farmácia São João,SP
16633,5782266478959386602,RETAILER 4,STORE TYPE 14,78572,"26.23,-98.38",Farmácia Econômica,PI
16634,5784482992307513930,RETAILER 1,STORE TYPE 24,66534,"39.88,-95.84",Farmácia Bem Estar,SE
16635,5786275364701018891,RETAILER 6,STORE TYPE 16,96720,"19.66,-155.23",Drogaria Central,TO
16636,5786290315827035743,RETAILER 1,STORE TYPE 24,65737,"36.71,-93.36",Drogaria Saúde,RR
16637,5786666103922235291,RETAILER 6,STORE TYPE 23,62035,"38.96,-90.24",Drogaria Esperança,SE
16638,5786672277199211070,RETAILER 1,STORE TYPE 18,79109,"35.17,-101.89",Farmácia Bem Estar,RN
16639,5786851848543512501,RETAILER 4,STORE TYPE 14,50010,"42.03,-93.59",Drogaria Mais Saúde,SP
16640,5786863628265138607,RETAILER 1,STORE TYPE 15,27021,"36.32,-80.34",Drogaria Mais Saúde,RS
16641,5786952799229732447,RETAILER 6,STORE TYPE 23,34953,"27.25,-80.38",Drogaria Saúde,PR
16642,5787635342648139205,RETAILER 6,STORE TYPE 23,22030,"38.84,-77.34",Drogaria Moderna,PI
16643,5787768852546313727,RETAILER 1,STORE TYPE 24,99320,"46.27,-119.49",Farmácia Boa Saúde,SE
16644,5788031343221676903,RETAILER 1,STORE TYPE 24,30458,"32.40,-81.83",Drogaria Moderna,RN
16645,5788166337297981082,RETAILER 6,STORE TYPE 16,91911,"32.61,-117.05",Drogaria Mais Saúde,SP
16646,5788270969820160509,RETAILER 1,STORE TYPE 18,62454,"39.00,-87.76",Drogaria Esperança,DF
16647,5788312689806724073,RETAILER 1,STORE TYPE 24,29055,"34.57,-80.91",Drogaria Moderna,TO
16648,5788951926828413359,RETAILER 1,STORE TYPE 24,28621,"36.32,-80.98",Farmácia Boa Saúde,RN
16649,5789030892800694651,RETAILER 6,STORE TYPE 16,91402,"34.22,-118.44",Farmácia TopSaúde,MT
16650,5789279706178523216,RETAILER 1,STORE TYPE 24,49094,"42.05,-85.11",Farmácia do Povo,PR
16651,5789397146628330590,RETAILER 1,STORE TYPE 15,5843,"44.52,-72.35",Farmácia do Povo,RS
16652,5789535070499342658,RETAILER 6,STORE TYPE 23,4270,"44.12,-70.53",Farmácia TopSaúde,AP
16653,5789853864637588389,RETAILER 1,STORE TYPE 24,37419,"35.04,-85.40",Drogaria Mais Saúde,CE
16654,5789939368405097480,RETAILER 1,STORE TYPE 18,43229,"40.09,-82.98",Farmácia do Povo,ES
16655,5790527517962446077,RETAILER 6,STORE TYPE 23,14304,"43.10,-78.95",Farmácia TopSaúde,PE
16656,5790948004621998387,RETAILER 1,STORE TYPE 24,34609,"28.48,-82.51",Farmácia Vida+,PR
16657,5791416349329615576,RETAILER 4,STORE TYPE 14,23666,"37.06,-76.41",Drogaria Esperança,SP
16658,5792005607489207047,RETAILER 6,STORE TYPE 23,65738,"37.14,-93.51",Drogaria Viva,MG
16659,5792187165645483938,RETAILER 6,STORE TYPE 23,63136,"38.74,-90.26",Drogaria Popular,RJ
16660,5792417354097304488,RETAILER 1,STORE TYPE 24,30178,"34.10,-84.97",Drogaria Mais Saúde,TO
16661,5792493392876913738,RETAILER 1,STORE TYPE 24,27824,"35.51,-76.04",Farmácia São João,MT
16662,5792991741128721118,RETAILER 1,STORE TYPE 18,33417,"26.72,-80.12",Farmácia Boa Saúde,GO
16663,5793377878690089036,RETAILER 1,STORE TYPE 24,82601,"43.06,-106.44",Drogaria Saúde,SE
16664,5793489809586231532,RETAILER 1,STORE TYPE 18,71601,"34.18,-91.89",Drogaria Moderna,SE
16665,5794261687234043456,RETAILER 1,STORE TYPE 24,74021,"36.38,-95.84",Farmácia TopSaúde,PR
16666,5794744971620358976,RETAILER 4,STORE TYPE 14,77066,"29.96,-95.50",Drogaria Moderna,PE
16667,5794818898316743625,RETAILER 1,STORE TYPE 15,30143,"34.46,-84.43",Farmácia Econômica,ES
16668,5795095489142279963,RETAILER 1,STORE TYPE 24,15926,"40.03,-78.82",Drogaria Viva,PI
16669,5795610335473561075,RETAILER 6,STORE TYPE 23,70460,"30.30,-89.84",Farmácia Econômica,RS
16670,5796285758279411924,RETAILER 6,STORE TYPE 23,32448,"30.67,-85.22",Farmácia Confiança,TO
16671,5797107958683372205,RETAILER 1,STORE TYPE 24,78537,"26.16,-98.06",Drogaria Mais Saúde,SC
16672,5797110792571218107,RETAILER 6,STORE TYPE 03,31520,"31.18,-81.49",Farmácia Econômica,RN
16673,5797121527260336156,RETAILER 1,STORE TYPE 24,27358,"36.23,-79.88",Drogaria Moderna,RN
16674,5797166706141618599,RETAILER 1,STORE TYPE 24,88310,"32.63,-106.07",Farmácia Confiança,PB
16675,5797238537520117064,RETAILER 1,STORE TYPE 24,58356,"47.68,-99.09",Farmácia Econômica,DF
16676,5798521940767854579,RETAILER 1,STORE TYPE 24,37412,"35.00,-85.23",Drogaria Popular,PA
16677,5798903128582505250,RETAILER 1,STORE TYPE 24,47802,"39.35,-87.40",Farmácia Vida+,GO
16678,5798948933199133827,RETAILER 1,STORE TYPE 18,28214,"35.28,-80.97",Drogaria Brasil,PI
16679,5799003312563677206,RETAILER 6,STORE TYPE 03,35215,"33.65,-86.71",Farmácia Bem Estar,AP
16680,5799267006050840951,RETAILER 1,STORE TYPE 24,30058,"33.74,-84.11",Farmácia do Povo,SE
16681,5799323233719750335,RETAILER 1,STORE TYPE 18,37076,"36.15,-86.58",Drogaria Esperança,DF
16682,5799662527069077688,RETAILER 1,STORE TYPE 24,77662,"30.18,-94.02",Drogaria Popular,SE
16683,5800133941863702858,RETAILER 1,STORE TYPE 24,29640,"34.88,-82.58",Farmácia Econômica,GO
16684,5800245171860668606,RETAILER 1,STORE TYPE 24,33563,"28.02,-82.12",Drogaria Central,MS
16685,5801134009023329174,RETAILER 7,STORE TYPE 20,67220,"37.75,-97.28",Drogaria Viva,AP
16686,5801172484530867967,RETAILER 1,STORE TYPE 24,74029,"36.82,-95.89",Drogaria Popular,SE
16687,5801172484530867967,RETAILER 1,STORE TYPE 18,74029,"36.82,-95.89",Drogaria Saúde,RN
16688,5801824049246033984,RETAILER 6,STORE TYPE 23,26501,"39.63,-80.04",Farmácia Boa Saúde,MG
16689,5801901082701015449,RETAILER 1,STORE TYPE 24,63944,"37.11,-90.36",Farmácia Econômica,ES
16690,5802992729325151193,RETAILER 6,STORE TYPE 03,85711,"32.22,-110.88",Drogaria Central,PI
16691,5803261400490337881,RETAILER 1,STORE TYPE 24,37643,"36.38,-82.14",Farmácia Econômica,GO
16692,5803291569006085086,RETAILER 1,STORE TYPE 24,65063,"38.73,-92.09",Drogaria Esperança,SP
16693,5803356593573927356,RETAILER 1,STORE TYPE 24,27858,"35.53,-77.28",Drogaria Central,RN
16694,5803682264050399244,RETAILER 6,STORE TYPE 23,83402,"43.53,-112.18",Farmácia Confiança,AL
16695,5803751343211581758,RETAILER 6,STORE TYPE 23,13601,"43.97,-75.91",Drogaria Viva,AP
16696,5804198073155580675,RETAILER 1,STORE TYPE 24,58282,"48.91,-97.94",Farmácia Boa Saúde,RN
16697,5804461025340772746,RETAILER 1,STORE TYPE 18,65251,"38.84,-91.98",Farmácia Confiança,PB
16698,5804756714624665848,RETAILER 1,STORE TYPE 24,49004,"42.35,-85.56",Farmácia Vida+,PA
16699,5804882329456257327,RETAILER 1,STORE TYPE 24,31331,"31.51,-81.44",Drogaria Popular,MS
16700,5805488031035280275,RETAILER 1,STORE TYPE 24,72032,"35.07,-92.36",Drogaria Saúde,AP
16701,5805729364683886976,RETAILER 6,STORE TYPE 23,28681,"35.92,-81.22",Farmácia São João,DF
16702,5805804105081432912,RETAILER 1,STORE TYPE 24,61348,"41.29,-89.04",Drogaria Viva,PB
16703,5806127951829950247,RETAILER 1,STORE TYPE 24,37115,"36.26,-86.69",Farmácia Boa Saúde,GO
16704,5806243688117744526,RETAILER 7,STORE TYPE 20,78664,"30.51,-97.65",Drogaria Mais Saúde,PB
16705,5806299326722470879,RETAILER 6,STORE TYPE 23,98391,"47.18,-122.17",Farmácia São João,AP
16706,5806581284363185918,RETAILER 1,STORE TYPE 18,79932,"31.87,-106.61",Farmácia Econômica,PB
16707,5806747050617920298,RETAILER 1,STORE TYPE 15,37341,"35.22,-85.07",Drogaria Popular,RJ
16708,5806806458714621379,RETAILER 6,STORE TYPE 23,53713,"43.04,-89.39",Drogaria Popular,SP
16709,5806849133097043401,RETAILER 1,STORE TYPE 24,56072,"43.90,-93.52",Farmácia São João,DF
16710,5806885888135351553,RETAILER 4,STORE TYPE 14,98271,"48.09,-122.24",Farmácia Vida+,RN
16711,5807031541625111163,RETAILER 1,STORE TYPE 13,30238,"33.49,-84.38",Farmácia do Povo,AL
16712,5807579137282313800,RETAILER 1,STORE TYPE 09,25177,"38.37,-81.85",Farmácia Bem Estar,PA
16713,5808205637166016448,RETAILER 7,STORE TYPE 20,90065,"34.11,-118.23",Drogaria Mais Saúde,BA
16714,5809165723495788334,RETAILER 1,STORE TYPE 24,95951,"39.72,-122.00",Farmácia do Povo,SP
16715,5809245212235975277,RETAILER 1,STORE TYPE 24,56013,"43.62,-94.10",Drogaria Moderna,MS
16716,5809428802232891548,RETAILER 6,STORE TYPE 23,37207,"36.23,-86.78",Drogaria Esperança,TO
16717,5809642020902944704,RETAILER 6,STORE TYPE 03,87121,"35.09,-106.87",Farmácia Bem Estar,PR
16718,5809833125608585799,RETAILER 1,STORE TYPE 24,45231,"39.25,-84.53",Drogaria Popular,ES
16719,5809952085652366459,RETAILER 1,STORE TYPE 24,28625,"35.87,-80.89",Drogaria Saúde,RO
16720,5810131931591255880,RETAILER 1,STORE TYPE 24,29690,"35.06,-82.42",Drogaria Brasil,AC
16721,5810452140589563370,RETAILER 1,STORE TYPE 24,30104,"34.09,-85.06",Farmácia Boa Saúde,ES
16722,5810478507281287273,RETAILER 1,STORE TYPE 18,75125,"32.54,-96.62",Farmácia Vida+,BA
16723,5810778143241968154,RETAILER 1,STORE TYPE 24,72023,"34.96,-92.06",Farmácia São João,PR
16724,5811745864257217080,RETAILER 4,STORE TYPE 14,31525,"31.32,-81.53",Drogaria Saúde,AP
16725,5811915485514685034,RETAILER 1,STORE TYPE 24,38474,"35.52,-87.23",Drogaria Viva,PA
16726,5811927550301803186,RETAILER 1,STORE TYPE 24,28752,"35.71,-82.04",Farmácia Bem Estar,PI
16727,5812973677715363351,RETAILER 1,STORE TYPE 24,71701,"33.59,-92.82",Farmácia Confiança,CE
16728,5813537876274539093,RETAILER 1,STORE TYPE 24,79843,"29.80,-104.04",Drogaria Esperança,PE
16729,5813732242741552987,RETAILER 4,STORE TYPE 14,97220,"45.55,-122.56",Farmácia Econômica,DF
16730,5813855177236816989,RETAILER 1,STORE TYPE 24,46164,"39.33,-86.13",Farmácia do Povo,MA
16731,5813940441946893895,RETAILER 6,STORE TYPE 23,76227,"33.27,-96.99",Farmácia Boa Saúde,RR
16732,5814307343631169081,RETAILER 6,STORE TYPE 03,71106,"32.38,-93.73",Farmácia Bem Estar,PA
16733,5815212355481720093,RETAILER 6,STORE TYPE 23,30038,"33.67,-84.14",Drogaria Popular,MA
16734,5815452202275753339,RETAILER 1,STORE TYPE 18,35501,"33.82,-87.29",Drogaria Brasil,MA
16735,5815854065222352242,RETAILER 1,STORE TYPE 18,16001,"40.91,-79.95",Farmácia Bem Estar,GO
16736,5816053335816521658,RETAILER 1,STORE TYPE 24,17268,"39.77,-77.58",Farmácia Econômica,SP
16737,5816783190420912496,RETAILER 6,STORE TYPE 23,37620,"36.55,-82.09",Farmácia Econômica,CE
16738,5816793223423096798,RETAILER 1,STORE TYPE 24,29627,"34.52,-82.48",Drogaria Saúde,RR
16739,5818808114985126736,RETAILER 6,STORE TYPE 23,70791,"30.65,-91.15",Drogaria Popular,TO
16740,5819142921908061677,RETAILER 6,STORE TYPE 23,29927,"32.23,-81.06",Drogaria Popular,MT
16741,5820013153874760392,RETAILER 1,STORE TYPE 18,74008,"35.92,-95.88",Farmácia Econômica,RS
16742,5820304549332658555,RETAILER 1,STORE TYPE 24,4027,"43.40,-70.91",Farmácia do Povo,RO
16743,5820350980574075153,RETAILER 6,STORE TYPE 16,19720,"39.65,-75.60",Drogaria Esperança,SC
16744,5820398207657236678,RETAILER 4,STORE TYPE 14,77494,"29.74,-95.83",Farmácia Vida+,TO
16745,5820760738463422097,RETAILER 6,STORE TYPE 23,87701,"35.54,-104.93",Drogaria Central,MS
16746,5821463813442841450,RETAILER 6,STORE TYPE 23,4074,"43.59,-70.37",Drogaria Mais Saúde,TO
16747,5821898313123142207,RETAILER 1,STORE TYPE 24,35022,"33.32,-86.97",Drogaria Moderna,GO
16748,5822085427553756298,RETAILER 7,STORE TYPE 20,6811,"41.42,-73.48",Drogaria Esperança,DF
16749,5822145937052440343,RETAILER 1,STORE TYPE 18,36301,"31.14,-85.40",Drogaria Central,BA
16750,5822451649730720784,RETAILER 7,STORE TYPE 20,37917,"36.00,-83.91",Farmácia do Povo,AP
16751,5822684734054922485,RETAILER 1,STORE TYPE 24,27870,"36.42,-77.72",Farmácia Bem Estar,PA
16752,5822779194253197309,RETAILER 1,STORE TYPE 24,31309,"31.88,-81.44",Farmácia TopSaúde,RJ
16753,5823352463799404334,RETAILER 1,STORE TYPE 24,29206,"34.03,-80.96",Farmácia São João,RJ
16754,5823646045992025350,RETAILER 1,STORE TYPE 24,46703,"41.65,-85.01",Farmácia Confiança,PA
16755,5823808063074554094,RETAILER 7,STORE TYPE 20,94538,"37.50,-121.96",Drogaria Esperança,BA
16756,5824003280586585990,RETAILER 1,STORE TYPE 24,75686,"32.97,-94.95",Drogaria Popular,ES
16757,5824016124611696925,RETAILER 1,STORE TYPE 18,16313,"41.73,-79.12",Drogaria Brasil,TO
16758,5824050517290861255,RETAILER 1,STORE TYPE 24,32407,"30.20,-85.79",Farmácia do Povo,ES
16759,5824571765559080681,RETAILER 6,STORE TYPE 23,92054,"33.21,-117.40",Farmácia do Povo,AL
16760,5824624659357125494,RETAILER 7,STORE TYPE 20,89801,"41.25,-115.76",Drogaria Moderna,BA
16761,5825108966235593090,RETAILER 6,STORE TYPE 23,43725,"40.04,-81.59",Drogaria Viva,SE
16762,5825394511379292587,RETAILER 4,STORE TYPE 14,90028,"34.10,-118.33",Drogaria Esperança,RO
16763,5825613611039638558,RETAILER 1,STORE TYPE 24,1535,"42.27,-72.07",Drogaria Viva,DF
16764,5825705633181811763,RETAILER 1,STORE TYPE 24,36535,"30.38,-87.73",Farmácia São João,BA
16765,5825776735672622821,RETAILER 1,STORE TYPE 24,32507,"30.34,-87.38",Farmácia Confiança,SP
16766,5826794764305607921,RETAILER 1,STORE TYPE 24,4496,"44.65,-68.91",Drogaria Popular,PA
16767,5827110689962570623,RETAILER 6,STORE TYPE 23,27263,"35.91,-79.94",Drogaria Brasil,RN
16768,5827200203605950028,RETAILER 1,STORE TYPE 18,53186,"43.02,-88.20",Farmácia TopSaúde,BA
16769,5827528899214649037,RETAILER 1,STORE TYPE 24,48612,"43.88,-84.44",Drogaria Saúde,PE
16770,5827872928858881134,RETAILER 1,STORE TYPE 24,45771,"38.98,-81.89",Drogaria Popular,MG
16771,5828792737999843150,RETAILER 1,STORE TYPE 24,39567,"30.22,-88.51",Farmácia Vida+,SE
16772,5829931864770916042,RETAILER 1,STORE TYPE 24,77502,"29.68,-95.20",Drogaria Popular,AP
16773,5830320247131536542,RETAILER 6,STORE TYPE 03,72058,"35.25,-92.37",Farmácia São João,AL
16774,5830375658333162114,RETAILER 1,STORE TYPE 18,7724,"40.30,-74.07",Drogaria Popular,PB
16775,5830484910161571856,RETAILER 1,STORE TYPE 24,14482,"42.98,-77.97",Farmácia São João,PI
16776,5830726338678109083,RETAILER 1,STORE TYPE 24,6108,"41.78,-72.62",Drogaria Esperança,PA
16777,5830734470265226434,RETAILER 1,STORE TYPE 24,32330,"30.58,-84.75",Farmácia São João,RO
16778,5831023921117237717,RETAILER 1,STORE TYPE 18,30165,"34.30,-85.27",Drogaria Popular,PI
16779,5831054666285308404,RETAILER 1,STORE TYPE 18,24817,"37.35,-81.80",Farmácia Confiança,BA
16780,5831656702242413506,RETAILER 1,STORE TYPE 18,33901,"26.62,-81.88",Farmácia São João,PB
16781,5832258403386208532,RETAILER 6,STORE TYPE 23,78242,"29.35,-98.61",Farmácia Bem Estar,MT
16782,5832355428147844469,RETAILER 1,STORE TYPE 18,79701,"31.99,-102.08",Farmácia Confiança,AC
16783,5832370116203227795,RETAILER 1,STORE TYPE 24,28460,"34.54,-77.42",Drogaria Central,RR
16784,5832595864833208522,RETAILER 1,STORE TYPE 24,68823,"41.96,-99.16",Drogaria Central,GO
16785,5832712040936209014,RETAILER 1,STORE TYPE 24,79835,"31.93,-106.59",Farmácia Bem Estar,MG
16786,5832838833749198202,RETAILER 1,STORE TYPE 24,23803,"37.21,-77.50",Drogaria Mais Saúde,DF
16787,5833005086065782439,RETAILER 1,STORE TYPE 24,74073,"36.29,-96.03",Drogaria Esperança,TO
16788,5833020733177796855,RETAILER 4,STORE TYPE 14,43219,"40.01,-82.92",Drogaria Moderna,AP
16789,5833596863731984506,RETAILER 6,STORE TYPE 23,39759,"33.44,-88.83",Farmácia Vida+,PB
16790,5833858466298188356,RETAILER 1,STORE TYPE 24,70570,"30.53,-92.10",Drogaria Central,DF
16791,5834448514741944635,RETAILER 1,STORE TYPE 18,41041,"38.41,-83.72",Farmácia TopSaúde,RS
16792,5834478423927070733,RETAILER 1,STORE TYPE 18,31091,"32.24,-83.70",Farmácia do Povo,ES
16793,5834506857243232242,RETAILER 1,STORE TYPE 24,48160,"42.08,-83.68",Farmácia Boa Saúde,AM
16794,5834623274941802753,RETAILER 1,STORE TYPE 18,32301,"30.42,-84.26",Drogaria Saúde,SC
16795,5835126493617282755,RETAILER 1,STORE TYPE 24,30228,"33.40,-84.31",Drogaria Mais Saúde,PR
16796,5835270404639877162,RETAILER 1,STORE TYPE 18,21227,"39.24,-76.68",Drogaria Saúde,AP
16797,5835795130869984631,RETAILER 7,STORE TYPE 20,89120,"36.08,-115.10",Farmácia Boa Saúde,PR
16798,5836200098510288540,RETAILER 1,STORE TYPE 24,77039,"29.91,-95.34",Farmácia Vida+,GO
16799,5836444922383616281,RETAILER 1,STORE TYPE 24,76225,"33.37,-97.67",Farmácia Confiança,GO
16800,5836580202816629374,RETAILER 1,STORE TYPE 24,92233,"33.17,-115.55",Drogaria Central,DF
16801,5837135900410746623,RETAILER 6,STORE TYPE 23,87121,"35.09,-106.87",Drogaria Saúde,PE
16802,5837218592487030842,RETAILER 1,STORE TYPE 24,71263,"32.87,-91.43",Drogaria Brasil,AC
16803,5837275303917667690,RETAILER 1,STORE TYPE 18,72034,"35.05,-92.49",Drogaria Popular,PE
16804,5837340813553706229,RETAILER 6,STORE TYPE 16,8070,"39.62,-75.52",Farmácia Boa Saúde,CE
16805,5837674063724578808,RETAILER 7,STORE TYPE 20,92376,"34.11,-117.38",Farmácia Bem Estar,PA
16806,5837714115593029765,RETAILER 1,STORE TYPE 24,29541,"34.06,-79.74",Drogaria Mais Saúde,PR
16807,5837937624359081748,RETAILER 6,STORE TYPE 23,43351,"40.83,-83.30",Drogaria Popular,AC
16808,5838044106968823093,RETAILER 1,STORE TYPE 18,24012,"37.31,-79.90",Farmácia Boa Saúde,RS
16809,5838832585653220770,RETAILER 6,STORE TYPE 23,30121,"34.21,-84.78",Drogaria Central,SE
16810,5839522151693328407,RETAILER 1,STORE TYPE 24,31795,"31.47,-83.69",Drogaria Moderna,DF
16811,5840027033010995672,RETAILER 1,STORE TYPE 24,31512,"31.55,-83.02",Drogaria Viva,RS
16812,5840437748319774293,RETAILER 1,STORE TYPE 18,73075,"34.75,-97.23",Drogaria Viva,MG
16813,5841005354253316781,RETAILER 1,STORE TYPE 24,48850,"43.44,-85.25",Drogaria Popular,PB
16814,5842577714957443345,RETAILER 5,STORE TYPE 06,17050,"40.25,-77.03",Drogaria Mais Saúde,AM
16815,5842735978400532438,RETAILER 6,STORE TYPE 23,55124,"44.75,-93.20",Farmácia São João,RJ
16816,5843057091409838660,RETAILER 6,STORE TYPE 16,8857,"40.39,-74.33",Drogaria Brasil,AC
16817,5843150998305377937,RETAILER 1,STORE TYPE 24,32303,"30.52,-84.34",Drogaria Esperança,RR
16818,5843846205096228060,RETAILER 1,STORE TYPE 24,50676,"42.80,-92.28",Farmácia Bem Estar,DF
16819,5844213349467967534,RETAILER 7,STORE TYPE 20,81401,"38.48,-107.77",Farmácia Bem Estar,AC
16820,5844232440745299445,RETAILER 6,STORE TYPE 03,72908,"35.31,-94.41",Drogaria Esperança,MG
16821,5844597112160343847,RETAILER 1,STORE TYPE 18,46140,"39.80,-85.77",Drogaria Esperança,SE
16822,5844665882744170943,RETAILER 1,STORE TYPE 24,17214,"39.75,-77.47",Farmácia TopSaúde,SC
16823,5845392605598585099,RETAILER 1,STORE TYPE 24,38672,"34.91,-89.93",Farmácia do Povo,AL
16824,5845717677869190995,RETAILER 4,STORE TYPE 14,6082,"41.98,-72.56",Drogaria Moderna,SC
16825,5845794943206989725,RETAILER 1,STORE TYPE 24,42025,"36.86,-88.33",Drogaria Saúde,ES
16826,5845999891237875095,RETAILER 1,STORE TYPE 18,7111,"40.72,-74.23",Farmácia Vida+,SC
